Trigger level set at [mV], -0.030
C1_t[ns],C1_V[mV],C2_t[ns],C2_V[mV],C3_t[ns],C3_V[mV],C4_t[ns],C4_V[mV]
 60.938,   -5.5, 60.938,   -5.8, 60.938,   -6.6, 60.938,   -6.2
 61.133,   -5.2, 61.133,   -6.2, 61.133,  -10.2, 61.133,  -10.0
 61.328,   -3.6, 61.328,   -4.7, 61.328,   -6.4, 61.328,   -6.4
 61.523,   -3.1, 61.523,   -6.1, 61.523,   -7.3, 61.523,   -7.0
 61.719,   -1.7, 61.719,   -3.4, 61.719,   -3.1, 61.719,   -4.2
 61.914,   -3.0, 61.914,   -4.2, 61.914,   -5.3, 61.914,   -6.3
 62.109,   -1.9, 62.109,   -2.4, 62.109,   -3.0, 62.109,   -4.2
 62.305,   -2.1, 62.305,   -3.6, 62.305,   -4.6, 62.305,   -6.2
 62.500,   -1.3, 62.500,   -0.9, 62.500,   -3.2, 62.500,   -3.9
 62.695,   -2.7, 62.695,   -4.4, 62.695,   -5.7, 62.695,   -6.6
 62.891,   -2.1, 62.891,   -3.2, 62.891,   -4.1, 62.891,   -4.2
 63.086,   -3.7, 63.086,   -5.6, 63.086,   -6.8, 63.086,   -7.8
 63.281,   -3.9, 63.281,   -4.0, 63.281,   -4.6, 63.281,   -4.7
 63.477,   -4.3, 63.477,   -5.8, 63.477,   -7.4, 63.477,   -7.1
 63.672,   -3.7, 63.672,   -4.3, 63.672,   -5.0, 63.672,   -5.1
 63.867,   -4.1, 63.867,   -5.9, 63.867,   -6.4, 63.867,   -7.7
 64.062,   -3.8, 64.062,   -4.5, 64.062,   -4.4, 64.062,   -4.3
 64.258,   -3.5, 64.258,   -5.6, 64.258,   -5.5, 64.258,   -6.9
 64.453,   -3.7, 64.453,   -3.7, 64.453,   -4.0, 64.453,   -5.7
 64.648,   -2.5, 64.648,   -5.5, 64.648,   -7.3, 64.648,   -9.6
 64.844,   -3.1, 64.844,   -4.2, 64.844,   -6.4, 64.844,   -7.0
 65.039,   -3.2, 65.039,   -5.8, 65.039,   -8.3, 65.039,   -9.3
 65.234,   -2.0, 65.234,   -3.4, 65.234,   -6.4, 65.234,   -7.4
 65.430,   -3.5, 65.430,   -5.0, 65.430,   -8.3, 65.430,   -8.6
 65.625,   -2.8, 65.625,   -3.8, 65.625,   -5.5, 65.625,   -5.0
 65.820,   -4.2, 65.820,   -5.9, 65.820,   -6.7, 65.820,   -8.8
 66.016,   -4.5, 66.016,   -4.0, 66.016,   -3.9, 66.016,   -3.8
 66.211,   -3.9, 66.211,   -5.2, 66.211,   -5.9, 66.211,   -4.9
 66.406,   -4.3, 66.406,   -4.7, 66.406,   -4.6, 66.406,   -4.7
 66.602,   -5.2, 66.602,   -7.2, 66.602,   -6.6, 66.602,   -8.7
 66.797,   -4.0, 66.797,   -5.2, 66.797,   -5.3, 66.797,   -6.7
 66.992,   -3.7, 66.992,   -7.3, 66.992,   -6.9, 66.992,   -8.1
 67.188,   -4.2, 67.188,   -4.9, 67.188,   -4.2, 67.188,   -5.3
 67.383,   -4.4, 67.383,   -7.2, 67.383,   -6.8, 67.383,   -7.5
 67.578,   -4.1, 67.578,   -5.3, 67.578,   -4.8, 67.578,   -6.2
 67.773,   -3.1, 67.773,   -5.0, 67.773,   -5.8, 67.773,   -6.8
 67.969,   -2.7, 67.969,   -2.8, 67.969,   -3.6, 67.969,   -2.4
 68.164,   -4.3, 68.164,   -5.9, 68.164,   -5.8, 68.164,   -5.6
 68.359,   -2.1, 68.359,   -2.2, 68.359,   -2.3, 68.359,   -2.6
 68.555,   -2.7, 68.555,   -4.7, 68.555,   -4.9, 68.555,   -6.1
 68.750,   -2.8, 68.750,   -3.3, 68.750,   -3.6, 68.750,   -3.4
 68.945,   -4.9, 68.945,   -6.2, 68.945,   -6.0, 68.945,   -5.6
 69.141,   -3.6, 69.141,   -3.2, 69.141,   -4.4, 69.141,   -4.2
 69.336,   -2.9, 69.336,   -4.9, 69.336,   -7.6, 69.336,   -8.0
 69.531,   -1.8, 69.531,   -2.6, 69.531,   -5.9, 69.531,   -8.0
 69.727,   -2.4, 69.727,   -4.3, 69.727,   -7.4, 69.727,   -9.4
 69.922,   -1.9, 69.922,   -2.6, 69.922,   -3.7, 69.922,   -6.0
 70.117,   -3.5, 70.117,   -5.7, 70.117,   -6.6, 70.117,   -8.7
 70.312,   -2.9, 70.312,   -4.2, 70.312,   -5.1, 70.312,   -5.1
 70.508,   -3.7, 70.508,   -6.4, 70.508,   -8.2, 70.508,   -8.2
 70.703,   -3.0, 70.703,   -4.5, 70.703,   -5.3, 70.703,   -5.1
 70.898,   -3.9, 70.898,   -5.9, 70.898,   -7.1, 70.898,   -7.7
 71.094,   -3.6, 71.094,   -4.4, 71.094,   -4.7, 71.094,   -4.9
 71.289,   -4.4, 71.289,   -6.7, 71.289,   -7.0, 71.289,   -6.6
 71.484,   -3.5, 71.484,   -3.0, 71.484,   -4.3, 71.484,   -5.7
 71.680,   -2.6, 71.680,   -4.3, 71.680,   -6.7, 71.680,   -6.8
 71.875,   -2.1, 71.875,   -3.1, 71.875,   -3.9, 71.875,   -4.2
 72.070,   -2.5, 72.070,   -4.8, 72.070,   -4.9, 72.070,   -6.4
 72.266,   -2.7, 72.266,   -4.3, 72.266,   -3.4, 72.266,   -3.8
 72.461,   -4.3, 72.461,   -6.7, 72.461,   -7.5, 72.461,   -8.4
 72.656,   -4.2, 72.656,   -5.6, 72.656,   -5.3, 72.656,   -7.8
 72.852,   -6.2, 72.852,   -7.6, 72.852,   -9.8, 72.852,  -11.7
 73.047,   -4.6, 73.047,   -6.1, 73.047,   -8.0, 73.047,   -8.7
 73.242,   -6.1, 73.242,   -8.3, 73.242,   -9.1, 73.242,   -9.5
 73.438,   -4.9, 73.438,   -7.3, 73.438,   -5.6, 73.438,   -6.3
 73.633,   -6.0, 73.633,   -7.9, 73.633,   -4.7, 73.633,   -5.3
 73.828,   -4.8, 73.828,   -5.5, 73.828,   -2.3, 73.828,   -2.0
 74.023,   -2.9, 74.023,   -5.9, 74.023,   -4.6, 74.023,   -4.3
 74.219,   -2.1, 74.219,   -3.7, 74.219,   -2.9, 74.219,   -4.4
 74.414,   -2.5, 74.414,   -4.6, 74.414,   -6.1, 74.414,   -7.2
 74.609,   -0.9, 74.609,   -3.1, 74.609,   -3.8, 74.609,   -5.6
 74.805,   -1.8, 74.805,   -3.5, 74.805,   -6.5, 74.805,   -6.8
 75.000,   -2.7, 75.000,   -0.8, 75.000,   -3.6, 75.000,   -4.6
 75.195,   -1.1, 75.195,   -1.9, 75.195,   -6.1, 75.195,   -8.0
 75.391,   -2.4, 75.391,   -2.1, 75.391,   -4.1, 75.391,   -4.4
 75.586,   -2.0, 75.586,   -4.8, 75.586,   -6.4, 75.586,   -7.3
 75.781,   -2.9, 75.781,   -4.2, 75.781,   -5.2, 75.781,   -5.9
 75.977,   -2.7, 75.977,   -4.8, 75.977,   -7.6, 75.977,   -7.9
 76.172,   -3.2, 76.172,   -3.9, 76.172,   -5.9, 76.172,   -6.5
 76.367,   -2.6, 76.367,   -4.2, 76.367,   -8.2, 76.367,   -8.8
 76.562,   -1.8, 76.562,   -1.6, 76.562,   -5.9, 76.562,   -5.8
 76.758,   -0.5, 76.758,   -2.4, 76.758,   -6.1, 76.758,   -8.2
 76.953,   -1.2, 76.953,   -2.4, 76.953,   -5.6, 76.953,   -5.7
 77.148,   -1.1, 77.148,   -4.4, 77.148,   -7.6, 77.148,   -9.2
 77.344,   -1.2, 77.344,   -2.3, 77.344,   -5.7, 77.344,   -5.8
 77.539,   -1.9, 77.539,   -4.3, 77.539,   -7.0, 77.539,   -8.3
 77.734,   -2.6, 77.734,   -2.1, 77.734,   -3.9, 77.734,   -4.7
 77.930,   -0.5, 77.930,   -1.2, 77.930,   -3.2, 77.930,   -3.3
 78.125,    0.7, 78.125,   -1.5, 78.125,   -1.1, 78.125,   -1.7
 78.320,   -0.7, 78.320,   -1.0, 78.320,   -3.9, 78.320,   -4.8
 78.516,   -1.6, 78.516,   -2.7, 78.516,   -2.8, 78.516,   -4.7
 78.711,   -3.4, 78.711,   -5.5, 78.711,   -7.2, 78.711,   -7.9
 78.906,   -5.8, 78.906,   -5.4, 78.906,   -6.1, 78.906,   -6.9
 79.102,   -7.8, 79.102,   -6.5, 79.102,   -8.0, 79.102,   -8.6
 79.297,   -3.6, 79.297,   -3.3, 79.297,   -2.2, 79.297,   -2.4
 79.492,   -6.8, 79.492,   -7.4, 79.492,   -6.0, 79.492,   -6.5
 79.688,   -5.2, 79.688,   -5.1, 79.688,   -3.9, 79.688,   -4.3
 79.883,   -4.6, 79.883,   -5.7, 79.883,   -4.6, 79.883,   -5.9
 80.078,   -3.5, 80.078,   -3.4, 80.078,   -2.1, 80.078,   -3.8
 80.273,   -1.7, 80.273,   -3.5, 80.273,   -4.0, 80.273,   -5.3
 80.469,   -1.2, 80.469,   -2.6, 80.469,   -2.3, 80.469,   -4.2
 80.664,   -0.5, 80.664,   -5.4, 80.664,   -4.4, 80.664,   -5.4
 80.859,   -3.1, 80.859,   -6.2, 80.859,   -3.6, 80.859,   -3.5
 81.055,   -1.3, 81.055,   -3.3, 81.055,   -4.5, 81.055,   -5.9
 81.250,   -3.7, 81.250,   -4.0, 81.250,   -4.7, 81.250,   -5.2
 81.445,   -1.6, 81.445,   -3.1, 81.445,   -6.1, 81.445,   -6.5
 81.641,   -3.6, 81.641,   -4.2, 81.641,   -4.8, 81.641,   -4.6
 81.836,   -1.8, 81.836,   -3.7, 81.836,   -4.8, 81.836,   -6.4
 82.031,   -3.2, 82.031,   -2.9, 82.031,   -3.1, 82.031,   -3.7
 82.227,   -1.3, 82.227,   -3.8, 82.227,   -5.7, 82.227,   -6.9
 82.422,   -2.9, 82.422,   -3.4, 82.422,   -3.9, 82.422,   -4.8
 82.617,   -0.8, 82.617,   -3.0, 82.617,   -6.3, 82.617,   -6.2
 82.812,   -2.5, 82.812,   -3.1, 82.812,   -5.3, 82.812,   -5.6
 83.008,   -1.9, 83.008,   -3.6, 83.008,   -8.7, 83.008,   -8.4
 83.203,   -2.7, 83.203,   -3.2, 83.203,   -7.4, 83.203,   -6.2
 83.398,   -1.1, 83.398,   -3.2, 83.398,   -7.0, 83.398,   -7.9
 83.594,   -2.7, 83.594,   -3.2, 83.594,   -4.2, 83.594,   -4.9
 83.789,   -1.2, 83.789,   -3.0, 83.789,   -4.9, 83.789,   -6.3
 83.984,   -2.0, 83.984,   -1.7, 83.984,   -2.0, 83.984,   -4.0
 84.180,   -0.5, 84.180,   -3.7, 84.180,   -5.4, 84.180,   -6.1
 84.375,   -2.7, 84.375,   -4.3, 84.375,   -3.1, 84.375,   -4.7
 84.570,   -2.1, 84.570,   -4.4, 84.570,   -5.6, 84.570,   -6.2
 84.766,   -3.4, 84.766,   -5.6, 84.766,   -5.6, 84.766,   -5.9
 84.961,   -1.8, 84.961,   -4.8, 84.961,   -6.5, 84.961,   -7.5
 85.156,   -3.3, 85.156,   -5.3, 85.156,   -5.6, 85.156,   -7.6
 85.352,   -1.3, 85.352,   -4.9, 85.352,   -8.9, 85.352,   -9.4
 85.547,   -4.6, 85.547,   -4.4, 85.547,   -6.9, 85.547,   -7.6
 85.742,   -3.0, 85.742,   -4.4, 85.742,   -7.5, 85.742,   -8.9
 85.938,   -5.1, 85.938,   -4.4, 85.938,   -5.7, 85.938,   -6.9
 86.133,   -4.7, 86.133,   -7.0, 86.133,   -7.0, 86.133,   -9.1
 86.328,   -6.3, 86.328,   -6.4, 86.328,   -4.4, 86.328,   -5.5
 86.523,   -3.9, 86.523,   -6.3, 86.523,   -5.8, 86.523,   -7.8
 86.719,   -5.4, 86.719,   -6.6, 86.719,   -5.7, 86.719,   -5.6
 86.914,   -3.6, 86.914,   -6.2, 86.914,   -7.1, 86.914,   -7.5
 87.109,   -3.8, 87.109,   -5.8, 87.109,   -4.7, 87.109,   -5.3
 87.305,   -2.3, 87.305,   -5.6, 87.305,   -6.2, 87.305,   -7.2
 87.500,   -4.7, 87.500,   -6.0, 87.500,   -4.5, 87.500,   -6.1
 87.695,   -3.2, 87.695,   -5.7, 87.695,   -7.0, 87.695,   -8.1
 87.891,   -5.9, 87.891,   -5.1, 87.891,   -6.7, 87.891,   -6.6
 88.086,   -5.4, 88.086,   -5.9, 88.086,   -8.1, 88.086,   -9.4
 88.281,   -6.7, 88.281,   -5.3, 88.281,   -7.1, 88.281,   -7.2
 88.477,   -5.1, 88.477,   -5.9, 88.477,   -7.2, 88.477,   -8.7
 88.672,   -6.4, 88.672,   -6.6, 88.672,   -6.0, 88.672,   -7.2
 88.867,   -5.1, 88.867,   -7.1, 88.867,   -7.9, 88.867,   -8.8
 89.062,   -7.6, 89.062,   -8.3, 89.062,   -7.5, 89.062,   -8.1
 89.258,   -4.3, 89.258,   -8.1, 89.258,   -8.0, 89.258,   -9.4
 89.453,   -6.2, 89.453,   -6.1, 89.453,   -5.9, 89.453,   -6.8
 89.648,   -3.8, 89.648,   -6.0, 89.648,   -5.8, 89.648,   -7.9
 89.844,   -4.2, 89.844,   -6.0, 89.844,   -4.5, 89.844,   -5.4
 90.039,   -3.1, 90.039,   -5.7, 90.039,   -6.8, 90.039,   -7.1
 90.234,   -4.7, 90.234,   -5.7, 90.234,   -4.6, 90.234,   -5.4
 90.430,   -3.2, 90.430,   -5.1, 90.430,   -4.6, 90.430,   -5.9
 90.625,   -5.2, 90.625,   -5.7, 90.625,   -4.8, 90.625,   -6.2
 90.820,   -4.2, 90.820,   -7.1, 90.820,   -7.6, 90.820,   -8.2
 91.016,   -5.1, 91.016,   -4.9, 91.016,   -6.1, 91.016,   -6.6
 91.211,   -4.2, 91.211,   -6.2, 91.211,   -8.4, 91.211,  -10.8
 91.406,   -5.9, 91.406,   -7.4, 91.406,   -8.5, 91.406,   -9.1
 91.602,   -4.5, 91.602,   -5.9, 91.602,  -10.2, 91.602,  -10.9
 91.797,   -6.3, 91.797,   -6.1, 91.797,   -7.8, 91.797,   -8.6
 91.992,   -4.6, 91.992,   -6.5, 91.992,   -8.7, 91.992,   -8.7
 92.188,   -7.1, 92.188,   -8.1, 92.188,   -7.6, 92.188,   -8.1
 92.383,   -5.0, 92.383,   -7.4, 92.383,   -7.5, 92.383,   -7.0
 92.578,   -6.2, 92.578,   -6.5, 92.578,   -5.1, 92.578,   -4.7
 92.773,   -3.2, 92.773,   -4.8, 92.773,   -5.3, 92.773,   -5.5
 92.969,   -3.6, 92.969,   -3.8, 92.969,   -5.0, 92.969,   -4.2
 93.164,   -1.1, 93.164,   -3.3, 93.164,   -5.9, 93.164,   -6.0
 93.359,   -1.4, 93.359,   -1.9, 93.359,   -4.0, 93.359,   -3.9
 93.555,    0.1, 93.555,   -3.2, 93.555,   -5.4, 93.555,   -5.6
 93.750,   -1.0, 93.750,   -2.7, 93.750,   -3.9, 93.750,   -3.6
 93.945,    0.5, 93.945,   -2.3, 93.945,   -6.0, 93.945,   -6.2
 94.141,   -1.6, 94.141,   -4.4, 94.141,   -5.3, 94.141,   -5.5
 94.336,   -1.4, 94.336,   -3.5, 94.336,   -5.7, 94.336,   -7.8
 94.531,   -4.2, 94.531,   -4.1, 94.531,   -4.4, 94.531,   -6.2
 94.727,   -2.0, 94.727,   -2.6, 94.727,   -5.6, 94.727,   -7.1
 94.922,   -3.0, 94.922,   -3.4, 94.922,   -4.2, 94.922,   -5.5
 95.117,   -1.4, 95.117,   -3.2, 95.117,   -6.8, 95.117,   -7.6
 95.312,   -2.6, 95.312,   -4.2, 95.312,   -5.4, 95.312,   -4.4
 95.508,   -2.1, 95.508,   -5.4, 95.508,   -7.5, 95.508,   -7.5
 95.703,   -3.9, 95.703,   -4.9, 95.703,   -4.2, 95.703,   -4.7
 95.898,   -2.5, 95.898,   -5.4, 95.898,   -6.7, 95.898,   -7.5
 96.094,   -4.1, 96.094,   -5.1, 96.094,   -4.1, 96.094,   -5.7
 96.289,   -3.1, 96.289,   -4.6, 96.289,   -6.3, 96.289,   -7.5
 96.484,   -4.0, 96.484,   -4.4, 96.484,   -4.4, 96.484,   -5.9
 96.680,   -2.6, 96.680,   -3.9, 96.680,   -6.3, 96.680,   -8.0
 96.875,   -3.9, 96.875,   -4.1, 96.875,   -5.2, 96.875,   -6.4
 97.070,   -2.3, 97.070,   -4.4, 97.070,   -5.6, 97.070,   -6.6
 97.266,   -3.8, 97.266,   -3.6, 97.266,   -2.7, 97.266,   -3.0
 97.461,   -3.1, 97.461,   -4.0, 97.461,   -4.2, 97.461,   -5.5
 97.656,   -3.9, 97.656,   -4.9, 97.656,   -3.6, 97.656,   -3.6
 97.852,   -2.4, 97.852,   -4.7, 97.852,   -6.8, 97.852,   -8.4
 98.047,   -4.6, 98.047,   -4.6, 98.047,   -6.8, 98.047,   -7.9
 98.242,   -3.3, 98.242,   -5.1, 98.242,   -9.2, 98.242,   -9.6
 98.438,   -4.9, 98.438,   -4.9, 98.438,   -7.7, 98.438,   -9.1
 98.633,   -3.3, 98.633,   -5.0, 98.633,   -8.5, 98.633,   -9.8
 98.828,   -4.4, 98.828,   -5.1, 98.828,   -5.1, 98.828,   -6.2
 99.023,   -2.5, 99.023,   -5.3, 99.023,   -5.6, 99.023,   -6.6
 99.219,   -4.2, 99.219,   -4.5, 99.219,   -3.4, 99.219,   -3.4
 99.414,   -2.3, 99.414,   -4.6, 99.414,   -6.2, 99.414,   -6.0
 99.609,   -3.0, 99.609,   -3.7, 99.609,   -4.1, 99.609,   -5.1
 99.805,   -2.0, 99.805,   -3.7, 99.805,   -6.7, 99.805,   -7.4
100.000,   -3.2,100.000,   -3.1,100.000,   -5.2,100.000,   -5.8
100.195,   -1.3,100.195,   -3.1,100.195,   -6.2,100.195,   -6.5
100.391,   -3.5,100.391,   -3.7,100.391,   -5.0,100.391,   -5.8
100.586,   -1.9,100.586,   -3.9,100.586,   -6.9,100.586,   -7.2
100.781,   -5.3,100.781,   -4.8,100.781,   -6.7,100.781,   -7.1
100.977,   -3.3,100.977,   -4.9,100.977,   -8.7,100.977,   -8.9
101.172,   -4.1,101.172,   -4.5,101.172,   -8.1,101.172,   -7.0
101.367,   -2.6,101.367,   -5.3,101.367,   -9.6,101.367,   -9.7
101.562,   -4.6,101.562,   -5.3,101.562,   -7.8,101.562,   -7.4
101.758,   -3.9,101.758,   -6.2,101.758,   -9.4,101.758,   -8.8
101.953,   -6.3,101.953,   -7.0,101.953,   -5.8,101.953,   -6.7
102.148,   -4.5,102.148,   -7.2,102.148,   -6.1,102.148,   -7.1
102.344,   -6.3,102.344,   -7.1,102.344,   -4.8,102.344,   -5.9
102.539,   -5.2,102.539,   -6.6,102.539,   -5.8,102.539,   -6.4
102.734,   -6.8,102.734,   -7.0,102.734,   -4.1,102.734,   -4.3
102.930,   -4.8,102.930,   -6.8,102.930,   -6.2,102.930,   -6.8
103.125,   -6.2,103.125,   -7.1,103.125,   -4.6,103.125,   -4.9
103.320,   -3.7,103.320,   -6.6,103.320,   -6.5,103.320,   -7.5
103.516,   -5.8,103.516,   -5.4,103.516,   -5.1,103.516,   -5.9
103.711,   -3.3,103.711,   -5.8,103.711,   -7.5,103.711,   -8.6
103.906,   -4.9,103.906,   -6.3,103.906,   -7.1,103.906,   -6.3
104.102,   -5.7,104.102,   -7.4,104.102,   -9.7,104.102,  -10.9
104.297,   -7.6,104.297,   -7.4,104.297,   -8.9,104.297,   -8.3
104.492,   -5.7,104.492,   -7.0,104.492,   -9.6,104.492,  -10.8
104.688,   -7.1,104.688,   -7.3,104.688,   -7.5,104.688,   -8.4
104.883,   -6.0,104.883,   -8.1,104.883,   -9.1,104.883,   -9.2
105.078,   -5.7,105.078,   -6.2,105.078,   -5.9,105.078,   -7.0
105.273,   -3.2,105.273,   -6.0,105.273,   -5.4,105.273,   -6.6
105.469,   -4.1,105.469,   -4.2,105.469,   -2.7,105.469,   -3.3
105.664,   -2.1,105.664,   -3.9,105.664,   -4.6,105.664,   -5.7
105.859,   -2.1,105.859,   -2.8,105.859,   -2.3,105.859,   -3.4
106.055,   -1.8,106.055,   -4.2,106.055,   -6.8,106.055,   -7.6
106.250,   -3.1,106.250,   -3.7,106.250,   -7.0,106.250,   -6.3
106.445,   -2.5,106.445,   -6.2,106.445,  -13.6,106.445,  -11.6
106.641,   -4.4,106.641,   -4.8,106.641,  -14.9,106.641,  -13.1
106.836,   -2.9,106.836,   -5.6,106.836,  -22.5,106.836,  -22.4
107.031,   -5.1,107.031,   -6.2,107.031,  -28.3,107.031,  -24.9
107.227,   -3.8,107.227,   -6.9,107.227,  -32.7,107.227,  -32.8
107.422,   -5.3,107.422,   -5.4,107.422,  -33.9,107.422,  -33.8
107.617,   -4.1,107.617,   -7.6,107.617,  -43.7,107.617,  -44.1
107.812,   -6.0,107.812,   -8.4,107.812,  -47.2,107.812,  -47.4
108.008,   -5.0,108.008,   -6.3,108.008,  -56.1,108.008,  -57.2
108.203,   -6.5,108.203,   -6.4,108.203,  -58.2,108.203,  -57.9
108.398,   -4.4,108.398,   -5.7,108.398,  -65.5,108.398,  -65.7
108.594,   -5.4,108.594,   -5.4,108.594,  -66.0,108.594,  -65.9
108.789,   -2.6,108.789,   -5.6,108.789,  -71.2,108.789,  -72.6
108.984,   -3.0,108.984,   -3.5,108.984,  -70.9,108.984,  -72.4
109.180,   -1.0,109.180,   -3.3,109.180,  -75.9,109.180,  -76.0
109.375,   -2.4,109.375,   -2.5,109.375,  -75.8,109.375,  -75.6
109.570,   -0.5,109.570,   -3.1,109.570,  -79.4,109.570,  -80.5
109.766,   -4.1,109.766,   -4.5,109.766,  -79.0,109.766,  -80.3
109.961,   -3.6,109.961,   -6.9,109.961,  -83.6,109.961,  -84.2
110.156,   -6.5,110.156,   -7.9,110.156,  -83.2,110.156,  -82.8
110.352,   -6.8,110.352,  -11.7,110.352,  -87.0,110.352,  -88.1
110.547,  -10.8,110.547,  -13.2,110.547,  -86.7,110.547,  -86.4
110.742,  -13.2,110.742,  -17.4,110.742,  -89.7,110.742,  -89.5
110.938,  -16.2,110.938,  -18.3,110.938,  -88.0,110.938,  -87.6
111.133,  -17.3,111.133,  -21.5,111.133,  -90.0,111.133,  -90.9
111.328,  -21.3,111.328,  -23.6,111.328,  -87.9,111.328,  -87.5
111.523,  -22.2,111.523,  -25.6,111.523,  -88.1,111.523,  -90.2
111.719,  -26.0,111.719,  -27.1,111.719,  -85.8,111.719,  -86.8
111.914,  -26.5,111.914,  -30.4,111.914,  -87.4,111.914,  -87.8
112.109,  -29.7,112.109,  -30.3,112.109,  -86.2,112.109,  -88.1
112.305,  -30.0,112.305,  -33.9,112.305,  -91.4,112.305,  -91.0
112.500,  -33.4,112.500,  -36.2,112.500,  -92.0,112.500,  -92.1
112.695,  -36.4,112.695,  -40.9,112.695,  -94.6,112.695,  -94.1
112.891,  -40.6,112.891,  -42.8,112.891,  -92.7,112.891,  -93.2
113.086,  -44.6,113.086,  -49.0,113.086,  -94.3,113.086,  -95.4
113.281,  -46.7,113.281,  -50.3,113.281,  -93.1,113.281,  -92.6
113.477,  -49.9,113.477,  -53.9,113.477,  -96.5,113.477,  -98.5
113.672,  -53.8,113.672,  -55.0,113.672,  -98.6,113.672,  -98.3
113.867,  -54.7,113.867,  -59.5,113.867, -107.0,113.867, -106.2
114.062,  -59.0,114.062,  -61.2,114.062, -109.2,114.062, -108.6
114.258,  -60.6,114.258,  -65.1,114.258, -115.8,114.258, -114.9
114.453,  -65.1,114.453,  -67.9,114.453, -116.9,114.453, -116.0
114.648,  -65.8,114.648,  -70.5,114.648, -119.5,114.648, -119.1
114.844,  -70.0,114.844,  -71.4,114.844, -119.0,114.844, -118.2
115.039,  -69.2,115.039,  -74.7,115.039, -119.1,115.039, -119.8
115.234,  -71.4,115.234,  -74.7,115.234, -114.7,115.234, -114.8
115.430,  -73.3,115.430,  -78.5,115.430, -111.6,115.430, -113.5
115.625,  -77.3,115.625,  -80.2,115.625, -108.8,115.625, -110.1
115.820,  -78.9,115.820,  -83.4,115.820, -108.0,115.820, -108.8
116.016,  -82.2,116.016,  -84.5,116.016, -103.2,116.016, -103.4
116.211,  -84.0,116.211,  -88.2,116.211, -100.8,116.211, -102.3
116.406,  -87.3,116.406,  -90.0,116.406,  -94.8,116.406,  -96.5
116.602,  -87.5,116.602,  -93.3,116.602,  -92.4,116.602,  -93.1
116.797,  -91.5,116.797,  -94.0,116.797,  -88.9,116.797,  -89.4
116.992,  -91.4,116.992,  -95.1,116.992,  -91.3,116.992,  -90.4
117.188,  -94.4,117.188,  -95.9,117.188,  -90.9,117.188,  -91.1
117.383,  -94.3,117.383,  -97.5,117.383,  -93.4,117.383,  -93.8
117.578,  -96.2,117.578,  -97.0,117.578,  -90.8,117.578,  -89.9
117.773,  -95.5,117.773,  -97.0,117.773,  -84.9,117.773,  -86.4
117.969,  -97.0,117.969,  -97.2,117.969,  -81.2,117.969,  -82.1
118.164,  -96.8,118.164,  -99.6,118.164,  -79.8,118.164,  -80.8
118.359,  -99.2,118.359,  -99.2,118.359,  -77.7,118.359,  -78.7
118.555,  -99.2,118.555, -101.4,118.555,  -82.4,118.555,  -82.6
118.750, -101.0,118.750, -100.3,118.750,  -81.3,118.750,  -80.5
118.945,  -99.0,118.945, -101.6,118.945,  -79.7,118.945,  -81.0
119.141, -100.7,119.141, -102.0,119.141,  -76.3,119.141,  -77.2
119.336,  -99.8,119.336, -103.9,119.336,  -76.1,119.336,  -74.8
119.531, -101.9,119.531, -103.4,119.531,  -72.6,119.531,  -72.4
119.727, -101.2,119.727, -104.0,119.727,  -72.6,119.727,  -73.5
119.922, -102.9,119.922, -103.3,119.922,  -70.0,119.922,  -70.7
120.117, -102.0,120.117, -104.2,120.117,  -72.4,120.117,  -71.8
120.312, -105.4,120.312, -105.2,120.312,  -72.9,120.312,  -72.4
120.508, -103.5,120.508, -105.5,120.508,  -74.7,120.508,  -75.5
120.703, -105.2,120.703, -106.6,120.703,  -75.1,120.703,  -74.9
120.898, -102.2,120.898, -105.3,120.898,  -79.3,120.898,  -79.9
121.094, -102.7,121.094, -102.9,121.094,  -80.3,121.094,  -80.1
121.289, -100.0,121.289, -101.8,121.289,  -89.5,121.289,  -89.3
121.484,  -99.6,121.484,  -98.8,121.484,  -91.2,121.484,  -90.8
121.680,  -94.2,121.680,  -96.4,121.680,  -98.5,121.680,  -98.9
121.875,  -96.8,121.875,  -96.1,121.875,  -98.0,121.875,  -99.5
122.070,  -95.5,122.070,  -98.5,122.070,  -98.6,122.070, -101.3
122.266,  -98.8,122.266,  -99.7,122.266,  -95.7,122.266,  -97.4
122.461,  -98.5,122.461, -100.2,122.461,  -94.3,122.461,  -96.0
122.656, -100.0,122.656, -100.3,122.656,  -92.9,122.656,  -93.2
122.852,  -97.3,122.852,  -99.6,122.852,  -93.8,122.852,  -93.8
123.047,  -97.7,123.047,  -98.7,123.047,  -91.9,123.047,  -92.9
123.242,  -95.2,123.242,  -97.5,123.242,  -92.8,123.242,  -93.6
123.438,  -97.3,123.438,  -97.7,123.438,  -90.9,123.438,  -94.5
123.633,  -93.9,123.633,  -96.2,123.633,  -89.9,123.633,  -92.0
123.828,  -94.5,123.828,  -93.9,123.828,  -86.6,123.828,  -88.1
124.023,  -90.5,124.023,  -92.5,124.023,  -89.7,124.023,  -90.2
124.219,  -90.8,124.219,  -90.7,124.219,  -88.7,124.219,  -89.4
124.414,  -87.5,124.414,  -89.6,124.414,  -88.1,124.414,  -90.4
124.609,  -89.7,124.609,  -88.7,124.609,  -86.3,124.609,  -87.3
124.805,  -86.1,124.805,  -88.0,124.805,  -85.0,124.805,  -85.6
125.000,  -86.9,125.000,  -85.8,125.000,  -80.6,125.000,  -82.4
